n_cooling,%agr,%clas,%red
0,65.6178,89.1304,42.1053
1,66.7048,91.3044,42.1053
2,71.5484,86.9565,56.1404
3,72.3017,90.2174,54.386
4,72.3017,90.2174,54.386
5,72.3017,90.2174,54.386
6,72.3017,90.2174,54.386
7,72.3017,90.2174,54.386
8,72.6354,89.1304,56.1404
9,74.8093,93.4783,56.1404
10,74.8093,93.4783,56.1404
11,74.8093,93.4783,56.1404
12,77.3169,96.7391,57.8947
13,77.3169,96.7391,57.8947
14,77.3169,96.7391,57.8947
15,77.3169,96.7391,57.8947
16,77.3169,96.7391,57.8947
17,77.3169,96.7391,57.8947
18,77.3169,96.7391,57.8947
19,77.3169,96.7391,57.8947
20,77.3169,96.7391,57.8947
21,77.3169,96.7391,57.8947
22,77.3169,96.7391,57.8947
23,77.3169,96.7391,57.8947
24,77.3169,96.7391,57.8947
25,77.3169,96.7391,57.8947
26,77.3169,96.7391,57.8947
27,77.3169,96.7391,57.8947
28,77.3169,96.7391,57.8947
29,77.3169,96.7391,57.8947
30,77.3169,96.7391,57.8947
31,77.3169,96.7391,57.8947
32,77.3169,96.7391,57.8947
33,77.3169,96.7391,57.8947
34,77.3169,96.7391,57.8947
35,77.3169,96.7391,57.8947
36,77.3169,96.7391,57.8947
37,77.3169,96.7391,57.8947
38,77.3169,96.7391,57.8947
39,77.3169,96.7391,57.8947
40,77.3169,96.7391,57.8947
41,77.3169,96.7391,57.8947
42,77.3169,96.7391,57.8947
43,77.3169,96.7391,57.8947
44,77.3169,96.7391,57.8947
45,77.3169,96.7391,57.8947
46,77.3169,96.7391,57.8947
47,77.3169,96.7391,57.8947
48,77.3169,96.7391,57.8947
49,77.3169,96.7391,57.8947
50,77.3169,96.7391,57.8947
51,77.3169,96.7391,57.8947
52,77.3169,96.7391,57.8947
53,77.3169,96.7391,57.8947
54,77.3169,96.7391,57.8947
55,77.3169,96.7391,57.8947
56,77.3169,96.7391,57.8947
57,77.3169,96.7391,57.8947
58,77.3169,96.7391,57.8947
59,77.3169,96.7391,57.8947
60,77.3169,96.7391,57.8947
61,77.3169,96.7391,57.8947
62,77.3169,96.7391,57.8947
63,77.3169,96.7391,57.8947
64,77.3169,96.7391,57.8947
65,77.3169,96.7391,57.8947
66,77.3169,96.7391,57.8947
67,77.3169,96.7391,57.8947
68,77.3169,96.7391,57.8947
69,77.3169,96.7391,57.8947
70,77.3169,96.7391,57.8947
71,77.3169,96.7391,57.8947
72,77.3169,96.7391,57.8947
73,77.3169,96.7391,57.8947
74,77.3169,96.7391,57.8947
75,77.3169,96.7391,57.8947
76,77.3169,96.7391,57.8947
77,77.3169,96.7391,57.8947
78,77.3169,96.7391,57.8947
79,77.3169,96.7391,57.8947
80,77.3169,96.7391,57.8947
81,77.3169,96.7391,57.8947
82,77.3169,96.7391,57.8947
83,77.3169,96.7391,57.8947
84,77.3169,96.7391,57.8947
85,77.3169,96.7391,57.8947
86,77.3169,96.7391,57.8947
87,77.3169,96.7391,57.8947
88,77.3169,96.7391,57.8947
89,77.3169,96.7391,57.8947
90,77.3169,96.7391,57.8947
91,77.3169,96.7391,57.8947
92,77.3169,96.7391,57.8947
93,77.3169,96.7391,57.8947
94,77.3169,96.7391,57.8947
95,77.3169,96.7391,57.8947
96,77.3169,96.7391,57.8947
97,77.3169,96.7391,57.8947
98,77.3169,96.7391,57.8947
99,77.3169,96.7391,57.8947
100,77.3169,96.7391,57.8947
101,77.3169,96.7391,57.8947
102,77.3169,96.7391,57.8947
103,77.3169,96.7391,57.8947
104,77.3169,96.7391,57.8947
105,77.3169,96.7391,57.8947
106,77.3169,96.7391,57.8947
107,77.3169,96.7391,57.8947
108,77.3169,96.7391,57.8947
109,77.3169,96.7391,57.8947
110,77.3169,96.7391,57.8947
111,77.3169,96.7391,57.8947
112,77.3169,96.7391,57.8947
113,77.3169,96.7391,57.8947
114,77.3169,96.7391,57.8947
115,77.3169,96.7391,57.8947
116,77.3169,96.7391,57.8947
117,77.3169,96.7391,57.8947
118,77.3169,96.7391,57.8947
119,77.3169,96.7391,57.8947
120,77.3169,96.7391,57.8947
121,77.3169,96.7391,57.8947
122,77.3169,96.7391,57.8947
123,77.3169,96.7391,57.8947
124,77.3169,96.7391,57.8947
125,77.3169,96.7391,57.8947
126,77.3169,96.7391,57.8947
127,77.3169,96.7391,57.8947
128,77.3169,96.7391,57.8947
129,77.3169,96.7391,57.8947
130,77.3169,96.7391,57.8947
131,77.3169,96.7391,57.8947
132,77.3169,96.7391,57.8947
133,77.3169,96.7391,57.8947
134,77.3169,96.7391,57.8947
135,77.3169,96.7391,57.8947
136,77.3169,96.7391,57.8947
137,77.3169,96.7391,57.8947
138,77.3169,96.7391,57.8947
139,77.3169,96.7391,57.8947
140,77.3169,96.7391,57.8947
141,77.3169,96.7391,57.8947
142,77.3169,96.7391,57.8947
143,77.3169,96.7391,57.8947
144,77.3169,96.7391,57.8947
145,77.3169,96.7391,57.8947
146,77.3169,96.7391,57.8947
147,77.3169,96.7391,57.8947
148,77.3169,96.7391,57.8947
149,77.3169,96.7391,57.8947
150,77.3169,96.7391,57.8947
