n_it,%agr,%clas,%red
1,53.1274,86.9565,19.2982
2,54.3383,85.8696,22.807
3,55.4253,88.0435,22.807
4,55.4253,88.0435,22.807
5,56.8459,89.1304,24.5614
6,56.8459,89.1304,24.5614
7,56.8459,89.1304,24.5614
8,56.8459,89.1304,24.5614
9,57.7231,89.1304,26.3158
10,57.7231,89.1304,26.3158
11,57.7231,89.1304,26.3158
12,57.7231,89.1304,26.3158
13,57.7231,89.1304,26.3158
14,58.8101,91.3044,26.3158
