n_gen,%agr,%clas,%red
2,55.0915,89.1304,21.0526
3,55.0915,89.1304,21.0526
4,55.759,86.9565,24.5614
5,55.759,86.9565,24.5614
6,56.9699,85.8696,28.0702
7,56.9699,85.8696,28.0702
8,58.8482,82.6087,35.0877
9,62.9005,83.6956,42.1053
10,62.9005,83.6956,42.1053
11,62.9005,83.6956,42.1053
12,62.9005,83.6956,42.1053
13,66.495,89.1304,43.8596
14,66.495,89.1304,43.8596
15,66.495,89.1304,43.8596
16,66.495,89.1304,43.8596
17,66.495,89.1304,43.8596
18,66.495,89.1304,43.8596
19,66.495,89.1304,43.8596
20,67.9157,90.2174,45.614
21,68.0397,86.9565,49.1228
22,68.0397,86.9565,49.1228
23,68.9169,86.9565,50.8772
24,68.9169,86.9565,50.8772
25,68.9169,86.9565,50.8772
26,68.9169,86.9565,50.8772
27,69.5843,84.7826,54.386
28,70.881,89.1304,52.6316
29,70.881,89.1304,52.6316
30,70.881,89.1304,52.6316
31,70.881,89.1304,52.6316
32,70.881,89.1304,52.6316
33,70.881,89.1304,52.6316
34,70.881,89.1304,52.6316
35,71.2147,88.0435,54.386
36,71.2147,88.0435,54.386
37,71.7582,89.1304,54.386
38,71.7582,89.1304,54.386
39,72.3017,90.2174,54.386
40,72.3017,90.2174,54.386
41,72.6354,89.1304,56.1404
42,74.0561,90.2174,57.8947
43,74.4756,94.5652,54.386
44,74.4756,94.5652,54.386
45,74.4756,94.5652,54.386
46,74.4756,94.5652,54.386
47,74.4756,94.5652,54.386
48,75.143,92.3913,57.8947
49,76.5637,93.4783,59.6491
50,76.5637,93.4783,59.6491
51,76.5637,93.4783,59.6491
52,76.5637,93.4783,59.6491
53,76.5637,93.4783,59.6491
54,76.5637,93.4783,59.6491
55,76.5637,93.4783,59.6491
56,76.5637,93.4783,59.6491
57,76.5637,93.4783,59.6491
58,78.6518,92.3913,64.9123
59,78.6518,92.3913,64.9123
60,78.6518,92.3913,64.9123
61,78.6518,92.3913,64.9123
62,78.6518,92.3913,64.9123
63,78.6518,92.3913,64.9123
64,78.6518,92.3913,64.9123
65,78.6518,92.3913,64.9123
66,78.6518,92.3913,64.9123
67,78.6518,92.3913,64.9123
68,78.6518,92.3913,64.9123
69,78.6518,92.3913,64.9123
70,78.6518,92.3913,64.9123
71,78.6518,92.3913,64.9123
72,81.6171,91.3044,71.9298
73,81.6171,91.3044,71.9298
74,81.6171,91.3044,71.9298
75,81.6171,91.3044,71.9298
76,81.6171,91.3044,71.9298
77,81.6171,91.3044,71.9298
78,81.6171,91.3044,71.9298
79,81.6171,91.3044,71.9298
80,81.6171,91.3044,71.9298
81,81.6171,91.3044,71.9298
82,81.6171,91.3044,71.9298
83,81.6171,91.3044,71.9298
84,81.9508,90.2174,73.6842
85,83.2475,94.5652,71.9298
86,83.2475,94.5652,71.9298
87,83.2475,94.5652,71.9298
88,83.2475,94.5652,71.9298
89,83.2475,94.5652,71.9298
90,83.5812,93.4783,73.6842
