n_it,%agr,%clas,%red
1,50.41,81.5217,19.2982
2,51.2872,81.5217,21.0526
3,51.2872,81.5217,21.0526
4,51.2872,81.5217,21.0526
5,51.2872,81.5217,21.0526
6,51.2872,81.5217,21.0526
7,51.2872,81.5217,21.0526
8,51.6209,80.4348,22.807
9,51.6209,80.4348,22.807
10,51.6209,80.4348,22.807
11,51.8307,82.6087,21.0526
12,51.8307,82.6087,21.0526
13,51.8307,82.6087,21.0526
14,52.7079,82.6087,22.807
