n_gen,%agr,%clas,%red
0,48.1121,80.4348,15.7895
1,48.1121,80.4348,15.7895
2,48.8654,83.6956,14.0351
3,48.7796,78.2609,19.2982
4,48.7796,78.2609,19.2982
5,50.9535,82.6087,19.2982
6,51.373,86.9565,15.7895
7,50.6198,83.6956,17.5439
8,50.6198,83.6956,17.5439
9,50.6198,83.6956,17.5439
10,50.6198,83.6956,17.5439
11,50.8295,85.8696,15.7895
12,50.9535,82.6087,19.2982
13,50.9535,82.6087,19.2982
14,52.0404,84.7826,19.2982
15,52.9176,84.7826,21.0526
16,52.9176,84.7826,21.0526
17,54.5481,88.0435,21.0526
18,54.5481,88.0435,21.0526
19,54.672,84.7826,24.5614
20,54.672,84.7826,24.5614
21,54.672,84.7826,24.5614
22,54.672,84.7826,24.5614
23,54.672,84.7826,24.5614
24,54.672,84.7826,24.5614
25,55.0057,83.6956,26.3158
26,55.2155,85.8696,24.5614
27,55.2155,85.8696,24.5614
28,55.5492,84.7826,26.3158
29,55.5492,84.7826,26.3158
30,55.5492,84.7826,26.3158
31,55.5492,84.7826,26.3158
32,55.759,86.9565,24.5614
33,56.0927,85.8696,26.3158
34,56.3024,88.0435,24.5614
35,56.3024,88.0435,24.5614
36,56.0927,85.8696,26.3158
37,56.3024,88.0435,24.5614
38,56.3024,88.0435,24.5614
39,56.3024,88.0435,24.5614
40,56.3024,88.0435,24.5614
41,56.3024,88.0435,24.5614
42,56.3024,88.0435,24.5614
43,56.3024,88.0435,24.5614
44,56.3024,88.0435,24.5614
45,56.3024,88.0435,24.5614
46,56.3024,88.0435,24.5614
47,56.3024,88.0435,24.5614
48,56.3024,88.0435,24.5614
49,56.3024,88.0435,24.5614
50,56.3024,88.0435,24.5614
51,56.3024,88.0435,24.5614
52,56.3024,88.0435,24.5614
53,56.6362,86.9565,26.3158
54,56.6362,86.9565,26.3158
55,56.6362,86.9565,26.3158
56,57.1796,88.0435,26.3158
57,57.1796,88.0435,26.3158
58,57.1796,88.0435,26.3158
59,57.1796,88.0435,26.3158
60,57.1796,88.0435,26.3158
61,57.1796,88.0435,26.3158
62,57.1796,88.0435,26.3158
63,57.1796,88.0435,26.3158
64,57.1796,88.0435,26.3158
65,57.1796,88.0435,26.3158
66,57.1796,88.0435,26.3158
67,57.1796,88.0435,26.3158
68,57.1796,88.0435,26.3158
69,57.1796,88.0435,26.3158
70,57.5133,86.9565,28.0702
71,57.5133,86.9565,28.0702
72,57.5133,86.9565,28.0702
73,57.5133,86.9565,28.0702
74,57.5133,86.9565,28.0702
75,57.5133,86.9565,28.0702
76,57.5133,86.9565,28.0702
77,57.5133,86.9565,28.0702
78,57.5133,86.9565,28.0702
79,57.5133,86.9565,28.0702
80,57.5133,86.9565,28.0702
81,57.5133,86.9565,28.0702
82,57.5133,86.9565,28.0702
83,57.5133,86.9565,28.0702
84,57.5133,86.9565,28.0702
85,57.5133,86.9565,28.0702
86,57.5133,86.9565,28.0702
87,58.3905,86.9565,29.8246
88,58.3905,86.9565,29.8246
89,58.3905,86.9565,29.8246
90,58.3905,86.9565,29.8246
91,58.3905,86.9565,29.8246
92,58.3905,86.9565,29.8246
93,58.3905,86.9565,29.8246
94,58.3905,86.9565,29.8246
95,58.3905,86.9565,29.8246
96,58.934,88.0435,29.8246
97,58.934,88.0435,29.8246
98,58.3905,86.9565,29.8246
99,58.3905,86.9565,29.8246
100,58.3905,86.9565,29.8246
101,58.3905,86.9565,29.8246
102,58.3905,86.9565,29.8246
103,58.7243,85.8696,31.5789
104,58.7243,85.8696,31.5789
105,59.2677,86.9565,31.5789
106,59.2677,86.9565,31.5789
107,58.7243,85.8696,31.5789
108,58.7243,85.8696,31.5789
109,59.058,84.7826,33.3333
110,59.058,84.7826,33.3333
111,59.058,84.7826,33.3333
112,59.058,84.7826,33.3333
113,59.058,84.7826,33.3333
114,59.058,84.7826,33.3333
115,59.058,84.7826,33.3333
116,59.058,84.7826,33.3333
117,59.058,84.7826,33.3333
118,59.058,84.7826,33.3333
119,59.058,84.7826,33.3333
120,59.058,84.7826,33.3333
121,59.058,84.7826,33.3333
122,59.058,84.7826,33.3333
123,59.6014,85.8696,33.3333
124,59.6014,85.8696,33.3333
125,60.1449,86.9565,33.3333
126,60.1449,86.9565,33.3333
127,59.6014,85.8696,33.3333
128,59.6014,85.8696,33.3333
129,60.1449,86.9565,33.3333
130,60.1449,86.9565,33.3333
131,60.1449,86.9565,33.3333
132,60.1449,86.9565,33.3333
133,60.1449,86.9565,33.3333
134,60.1449,86.9565,33.3333
135,60.1449,86.9565,33.3333
136,60.1449,86.9565,33.3333
137,60.1449,86.9565,33.3333
138,60.1449,86.9565,33.3333
