n_cooling,%agr,%clas,%red
0,63.32,88.0435,38.5965
1,73.5507,80.4348,66.6667
2,73.5507,80.4348,66.6667
3,73.5507,80.4348,66.6667
4,73.5507,80.4348,66.6667
5,73.5507,80.4348,66.6667
6,73.5507,80.4348,66.6667
7,73.5507,80.4348,66.6667
8,73.5507,80.4348,66.6667
9,73.5507,80.4348,66.6667
10,73.5507,80.4348,66.6667
11,73.5507,80.4348,66.6667
12,73.5507,80.4348,66.6667
13,73.5507,80.4348,66.6667
14,73.5507,80.4348,66.6667
15,73.5507,80.4348,66.6667
16,73.5507,80.4348,66.6667
17,73.5507,80.4348,66.6667
18,73.5507,80.4348,66.6667
19,73.5507,80.4348,66.6667
20,73.5507,80.4348,66.6667
21,73.5507,80.4348,66.6667
22,73.5507,80.4348,66.6667
23,73.5507,80.4348,66.6667
24,73.5507,80.4348,66.6667
25,73.5507,80.4348,66.6667
26,73.5507,80.4348,66.6667
27,73.5507,80.4348,66.6667
28,73.5507,80.4348,66.6667
29,73.5507,80.4348,66.6667
30,73.5507,80.4348,66.6667
31,73.5507,80.4348,66.6667
32,73.5507,80.4348,66.6667
33,73.5507,80.4348,66.6667
34,73.5507,80.4348,66.6667
35,73.5507,80.4348,66.6667
36,73.5507,80.4348,66.6667
37,73.5507,80.4348,66.6667
38,73.5507,80.4348,66.6667
39,73.5507,80.4348,66.6667
40,73.5507,80.4348,66.6667
41,73.5507,80.4348,66.6667
42,73.5507,80.4348,66.6667
43,76.3539,91.3044,61.4035
44,76.3539,91.3044,61.4035
45,76.3539,91.3044,61.4035
46,76.3539,91.3044,61.4035
47,76.3539,91.3044,61.4035
48,76.3539,91.3044,61.4035
49,76.3539,91.3044,61.4035
50,76.3539,91.3044,61.4035
51,76.3539,91.3044,61.4035
52,76.3539,91.3044,61.4035
53,76.3539,91.3044,61.4035
54,76.3539,91.3044,61.4035
55,76.3539,91.3044,61.4035
56,76.3539,91.3044,61.4035
57,76.3539,91.3044,61.4035
58,76.3539,91.3044,61.4035
59,76.3539,91.3044,61.4035
60,76.3539,91.3044,61.4035
61,76.3539,91.3044,61.4035
62,76.3539,91.3044,61.4035
63,76.3539,91.3044,61.4035
64,76.3539,91.3044,61.4035
65,76.3539,91.3044,61.4035
66,76.3539,91.3044,61.4035
67,76.3539,91.3044,61.4035
68,76.3539,91.3044,61.4035
69,76.3539,91.3044,61.4035
70,76.3539,91.3044,61.4035
71,76.3539,91.3044,61.4035
72,76.3539,91.3044,61.4035
73,76.3539,91.3044,61.4035
74,76.3539,91.3044,61.4035
75,76.3539,91.3044,61.4035
76,76.3539,91.3044,61.4035
77,76.3539,91.3044,61.4035
78,76.3539,91.3044,61.4035
79,76.3539,91.3044,61.4035
80,76.3539,91.3044,61.4035
81,76.3539,91.3044,61.4035
82,76.3539,91.3044,61.4035
83,76.3539,91.3044,61.4035
84,76.3539,91.3044,61.4035
85,76.3539,91.3044,61.4035
86,76.3539,91.3044,61.4035
87,76.3539,91.3044,61.4035
88,76.3539,91.3044,61.4035
89,76.3539,91.3044,61.4035
90,76.3539,91.3044,61.4035
91,76.3539,91.3044,61.4035
92,76.3539,91.3044,61.4035
93,76.3539,91.3044,61.4035
94,76.3539,91.3044,61.4035
95,76.3539,91.3044,61.4035
96,76.3539,91.3044,61.4035
97,76.3539,91.3044,61.4035
98,76.3539,91.3044,61.4035
99,76.3539,91.3044,61.4035
100,76.3539,91.3044,61.4035
101,76.3539,91.3044,61.4035
102,76.3539,91.3044,61.4035
103,76.3539,91.3044,61.4035
104,76.3539,91.3044,61.4035
105,76.3539,91.3044,61.4035
106,76.3539,91.3044,61.4035
107,76.3539,91.3044,61.4035
108,76.3539,91.3044,61.4035
109,76.3539,91.3044,61.4035
110,76.3539,91.3044,61.4035
111,76.3539,91.3044,61.4035
112,76.3539,91.3044,61.4035
113,76.3539,91.3044,61.4035
114,76.3539,91.3044,61.4035
115,76.3539,91.3044,61.4035
116,76.3539,91.3044,61.4035
117,76.3539,91.3044,61.4035
118,76.3539,91.3044,61.4035
119,76.3539,91.3044,61.4035
120,76.3539,91.3044,61.4035
121,76.3539,91.3044,61.4035
122,76.3539,91.3044,61.4035
123,76.3539,91.3044,61.4035
124,76.3539,91.3044,61.4035
125,76.3539,91.3044,61.4035
126,76.3539,91.3044,61.4035
127,76.3539,91.3044,61.4035
128,76.3539,91.3044,61.4035
129,76.3539,91.3044,61.4035
130,76.3539,91.3044,61.4035
131,76.3539,91.3044,61.4035
132,76.3539,91.3044,61.4035
133,76.3539,91.3044,61.4035
134,76.3539,91.3044,61.4035
135,76.3539,91.3044,61.4035
136,76.3539,91.3044,61.4035
137,76.3539,91.3044,61.4035
138,76.3539,91.3044,61.4035
139,76.3539,91.3044,61.4035
140,76.3539,91.3044,61.4035
141,76.3539,91.3044,61.4035
142,76.3539,91.3044,61.4035
143,76.3539,91.3044,61.4035
144,76.3539,91.3044,61.4035
145,76.3539,91.3044,61.4035
146,76.3539,91.3044,61.4035
147,76.3539,91.3044,61.4035
148,76.3539,91.3044,61.4035
149,76.3539,91.3044,61.4035
150,76.3539,91.3044,61.4035
151,76.3539,91.3044,61.4035
152,76.3539,91.3044,61.4035
