n_gen,%agr,%clas,%red
0,55.5081,92.6829,18.3333
1,55.5081,92.6829,18.3333
2,55.5081,92.6829,18.3333
3,55.5081,92.6829,18.3333
4,55.8943,95.1219,16.6667
5,55.8943,95.1219,16.6667
6,55.8943,95.1219,16.6667
7,55.8943,95.1219,16.6667
8,56.3415,92.6829,20
9,57.561,95.1219,20
10,57.561,95.1219,20
11,57.561,95.1219,20
12,58.3943,95.1219,21.6667
13,58.3943,95.1219,21.6667
14,58.3943,95.1219,21.6667
15,58.8415,92.6829,25
16,59.2276,95.1219,23.3333
17,60.061,95.1219,25
18,60.4472,97.561,23.3333
19,60.4472,97.561,23.3333
20,61.2805,97.561,25
21,61.2805,97.561,25
22,62.1138,97.561,26.6667
23,62.1138,97.561,26.6667
24,62.1138,97.561,26.6667
25,62.1138,97.561,26.6667
26,62.1138,97.561,26.6667
27,62.1138,97.561,26.6667
28,62.9472,97.561,28.3333
29,62.9472,97.561,28.3333
30,62.9472,97.561,28.3333
31,62.9472,97.561,28.3333
32,63.7805,97.561,30
33,63.7805,97.561,30
34,63.7805,97.561,30
35,63.7805,97.561,30
36,63.7805,97.561,30
37,63.7805,97.561,30
38,63.7805,97.561,30
39,63.7805,97.561,30
40,63.7805,97.561,30
41,63.7805,97.561,30
42,63.7805,97.561,30
43,63.7805,97.561,30
44,63.7805,97.561,30
45,64.6138,97.561,31.6667
46,64.6138,97.561,31.6667
47,64.6138,97.561,31.6667
48,64.6138,97.561,31.6667
49,64.6138,97.561,31.6667
50,64.6138,97.561,31.6667
51,64.6138,97.561,31.6667
52,64.6138,97.561,31.6667
53,64.6138,97.561,31.6667
54,65.4472,97.561,33.3333
55,65.4472,97.561,33.3333
56,65.4472,97.561,33.3333
57,65.4472,97.561,33.3333
58,65.4472,97.561,33.3333
59,65.4472,97.561,33.3333
60,65.4472,97.561,33.3333
61,65.4472,97.561,33.3333
62,65.4472,97.561,33.3333
63,65.4472,97.561,33.3333
64,65.4472,97.561,33.3333
65,65.4472,97.561,33.3333
66,65.4472,97.561,33.3333
67,65.4472,97.561,33.3333
68,65.4472,97.561,33.3333
69,65.4472,97.561,33.3333
70,65.4472,97.561,33.3333
71,65.4472,97.561,33.3333
72,65.4472,97.561,33.3333
73,65.4472,97.561,33.3333
74,65.4472,97.561,33.3333
75,65.4472,97.561,33.3333
76,65.4472,97.561,33.3333
77,65.4472,97.561,33.3333
78,65.4472,97.561,33.3333
79,66.2805,97.561,35
80,66.2805,97.561,35
81,66.2805,97.561,35
82,66.2805,97.561,35
83,66.2805,97.561,35
84,66.2805,97.561,35
85,66.2805,97.561,35
86,66.2805,97.561,35
87,66.2805,97.561,35
88,66.2805,97.561,35
89,66.2805,97.561,35
90,66.2805,97.561,35
91,66.2805,97.561,35
92,66.2805,97.561,35
93,67.1138,97.561,36.6667
94,67.1138,97.561,36.6667
95,67.1138,97.561,36.6667
96,67.1138,97.561,36.6667
97,67.1138,97.561,36.6667
98,67.1138,97.561,36.6667
99,67.1138,97.561,36.6667
100,67.1138,97.561,36.6667
101,67.1138,97.561,36.6667
102,67.1138,97.561,36.6667
103,67.1138,97.561,36.6667
104,67.1138,97.561,36.6667
105,67.1138,97.561,36.6667
106,67.1138,97.561,36.6667
107,67.1138,97.561,36.6667
108,67.1138,97.561,36.6667
109,67.1138,97.561,36.6667
110,67.9472,97.561,38.3333
111,67.9472,97.561,38.3333
112,67.9472,97.561,38.3333
113,67.9472,97.561,38.3333
114,67.9472,97.561,38.3333
115,67.9472,97.561,38.3333
116,67.9472,97.561,38.3333
117,67.9472,97.561,38.3333
118,68.7805,97.561,40
119,68.7805,97.561,40
120,68.7805,97.561,40
121,68.7805,97.561,40
122,68.7805,97.561,40
123,68.7805,97.561,40
124,68.7805,97.561,40
125,68.7805,97.561,40
126,69.6138,97.561,41.6667
127,69.6138,97.561,41.6667
128,69.6138,97.561,41.6667
129,70.4472,97.561,43.3333
130,70.4472,97.561,43.3333
131,70.4472,97.561,43.3333
132,70.4472,97.561,43.3333
133,70.4472,97.561,43.3333
134,70.4472,97.561,43.3333
135,70.4472,97.561,43.3333
136,70.4472,97.561,43.3333
137,70.4472,97.561,43.3333
138,70.4472,97.561,43.3333
139,70.4472,97.561,43.3333
140,70.4472,97.561,43.3333
141,71.2805,97.561,45
142,71.2805,97.561,45
143,71.2805,97.561,45
144,71.2805,97.561,45
145,71.2805,97.561,45
146,71.2805,97.561,45
147,71.2805,97.561,45
148,72.1138,97.561,46.6667
149,72.1138,97.561,46.6667
150,72.1138,97.561,46.6667
151,72.1138,97.561,46.6667
152,72.1138,97.561,46.6667
153,72.1138,97.561,46.6667
154,72.1138,97.561,46.6667
155,72.1138,97.561,46.6667
156,72.1138,97.561,46.6667
157,72.1138,97.561,46.6667
158,72.1138,97.561,46.6667
159,72.1138,97.561,46.6667
160,72.1138,97.561,46.6667
161,72.1138,97.561,46.6667
162,72.1138,97.561,46.6667
163,72.1138,97.561,46.6667
164,72.9472,97.561,48.3333
165,72.9472,97.561,48.3333
166,72.9472,97.561,48.3333
167,72.9472,97.561,48.3333
168,72.9472,97.561,48.3333
169,72.9472,97.561,48.3333
170,72.9472,97.561,48.3333
171,72.9472,97.561,48.3333
172,72.9472,97.561,48.3333
173,72.9472,97.561,48.3333
174,72.9472,97.561,48.3333
175,72.9472,97.561,48.3333
176,72.9472,97.561,48.3333
177,72.9472,97.561,48.3333
178,72.9472,97.561,48.3333
179,72.9472,97.561,48.3333
180,72.9472,97.561,48.3333
181,72.9472,97.561,48.3333
182,72.9472,97.561,48.3333
183,72.9472,97.561,48.3333
184,72.9472,97.561,48.3333
185,72.9472,97.561,48.3333
186,72.9472,97.561,48.3333
187,73.7805,97.561,50
188,73.7805,97.561,50
189,73.7805,97.561,50
190,73.7805,97.561,50
191,73.7805,97.561,50
192,73.7805,97.561,50
193,73.7805,97.561,50
194,73.7805,97.561,50
195,73.7805,97.561,50
196,73.7805,97.561,50
197,73.7805,97.561,50
198,73.7805,97.561,50
199,74.6138,97.561,51.6667
200,74.6138,97.561,51.6667
201,74.6138,97.561,51.6667
202,74.6138,97.561,51.6667
203,74.6138,97.561,51.6667
204,74.6138,97.561,51.6667
205,75.4472,97.561,53.3333
206,75.4472,97.561,53.3333
207,75.4472,97.561,53.3333
208,75.4472,97.561,53.3333
209,75.4472,97.561,53.3333
210,75.4472,97.561,53.3333
211,76.2805,97.561,55
212,76.2805,97.561,55
213,76.2805,97.561,55
214,76.2805,97.561,55
215,76.2805,97.561,55
216,76.2805,97.561,55
217,76.2805,97.561,55
218,76.2805,97.561,55
219,76.2805,97.561,55
220,76.2805,97.561,55
221,76.2805,97.561,55
222,76.2805,97.561,55
223,77.1138,97.561,56.6667
224,77.1138,97.561,56.6667
225,77.1138,97.561,56.6667
226,77.1138,97.561,56.6667
227,77.1138,97.561,56.6667
228,77.1138,97.561,56.6667
229,77.1138,97.561,56.6667
230,77.1138,97.561,56.6667
231,77.1138,97.561,56.6667
232,77.1138,97.561,56.6667
233,77.1138,97.561,56.6667
234,77.9472,97.561,58.3333
235,77.9472,97.561,58.3333
236,77.9472,97.561,58.3333
237,77.9472,97.561,58.3333
238,77.9472,97.561,58.3333
239,77.9472,97.561,58.3333
240,77.9472,97.561,58.3333
241,77.9472,97.561,58.3333
242,77.9472,97.561,58.3333
243,77.9472,97.561,58.3333
244,78.7805,97.561,60
245,78.7805,97.561,60
246,78.7805,97.561,60
247,78.7805,97.561,60
248,78.7805,97.561,60
249,78.7805,97.561,60
250,78.7805,97.561,60
251,78.7805,97.561,60
252,78.7805,97.561,60
253,78.7805,97.561,60
254,78.7805,97.561,60
255,78.7805,97.561,60
256,78.7805,97.561,60
257,78.7805,97.561,60
258,79.6138,97.561,61.6667
259,79.6138,97.561,61.6667
260,79.6138,97.561,61.6667
261,79.6138,97.561,61.6667
262,79.6138,97.561,61.6667
263,79.6138,97.561,61.6667
264,79.6138,97.561,61.6667
265,79.6138,97.561,61.6667
266,79.6138,97.561,61.6667
267,79.6138,97.561,61.6667
268,79.6138,97.561,61.6667
269,79.6138,97.561,61.6667
270,79.6138,97.561,61.6667
271,79.6138,97.561,61.6667
272,79.6138,97.561,61.6667
273,79.6138,97.561,61.6667
274,79.6138,97.561,61.6667
275,79.6138,97.561,61.6667
276,79.6138,97.561,61.6667
277,79.6138,97.561,61.6667
278,79.6138,97.561,61.6667
279,79.6138,97.561,61.6667
280,79.6138,97.561,61.6667
281,79.6138,97.561,61.6667
282,79.6138,97.561,61.6667
283,79.6138,97.561,61.6667
284,79.6138,97.561,61.6667
285,79.6138,97.561,61.6667
286,80.4472,97.561,63.3333
287,80.4472,97.561,63.3333
288,80.4472,97.561,63.3333
289,80.4472,97.561,63.3333
290,80.4472,97.561,63.3333
291,80.4472,97.561,63.3333
292,80.4472,97.561,63.3333
293,80.4472,97.561,63.3333
294,80.4472,97.561,63.3333
295,80.4472,97.561,63.3333
296,80.4472,97.561,63.3333
297,80.4472,97.561,63.3333
298,80.4472,97.561,63.3333
299,80.4472,97.561,63.3333
300,80.4472,97.561,63.3333
301,80.4472,97.561,63.3333
302,80.4472,97.561,63.3333
303,80.4472,97.561,63.3333
304,80.4472,97.561,63.3333
305,80.4472,97.561,63.3333
306,80.4472,97.561,63.3333
307,80.4472,97.561,63.3333
308,80.4472,97.561,63.3333
309,80.4472,97.561,63.3333
310,81.2805,97.561,65
311,81.2805,97.561,65
312,81.2805,97.561,65
313,81.2805,97.561,65
314,81.2805,97.561,65
315,81.2805,97.561,65
316,81.2805,97.561,65
317,81.2805,97.561,65
318,81.2805,97.561,65
319,81.2805,97.561,65
320,81.2805,97.561,65
321,81.2805,97.561,65
322,81.2805,97.561,65
323,82.1138,97.561,66.6667
324,82.1138,97.561,66.6667
325,82.1138,97.561,66.6667
326,82.1138,97.561,66.6667
327,82.1138,97.561,66.6667
328,82.1138,97.561,66.6667
329,84.1667,100,68.3333
330,84.1667,100,68.3333
331,84.1667,100,68.3333
332,84.1667,100,68.3333
333,84.1667,100,68.3333
334,84.1667,100,68.3333
335,84.1667,100,68.3333
336,84.1667,100,68.3333
337,84.1667,100,68.3333
338,84.1667,100,68.3333
339,84.1667,100,68.3333
340,84.1667,100,68.3333
341,84.1667,100,68.3333
342,84.1667,100,68.3333
343,84.1667,100,68.3333
344,84.1667,100,68.3333
345,84.1667,100,68.3333
346,84.1667,100,68.3333
347,84.1667,100,68.3333
348,84.1667,100,68.3333
349,84.1667,100,68.3333
350,85,100,70
351,85,100,70
352,85,100,70
353,85,100,70
354,85,100,70
355,85,100,70
356,85,100,70
357,85,100,70
358,85,100,70
359,85,100,70
360,85,100,70
361,85,100,70
362,85,100,70
363,85,100,70
364,85,100,70
365,85,100,70
366,85,100,70
367,85,100,70
368,85,100,70
369,85,100,70
370,85,100,70
371,85,100,70
372,85,100,70
373,85,100,70
374,85,100,70
375,85,100,70
376,85,100,70
377,85,100,70
378,85,100,70
379,85,100,70
380,85,100,70
381,85.8333,100,71.6667
382,85.8333,100,71.6667
383,85.8333,100,71.6667
384,85.8333,100,71.6667
385,85.8333,100,71.6667
386,85.8333,100,71.6667
387,85.8333,100,71.6667
388,85.8333,100,71.6667
389,85.8333,100,71.6667
390,85.8333,100,71.6667
391,85.8333,100,71.6667
392,85.8333,100,71.6667
393,85.8333,100,71.6667
394,85.8333,100,71.6667
395,85.8333,100,71.6667
396,85.8333,100,71.6667
397,85.8333,100,71.6667
398,85.8333,100,71.6667
399,85.8333,100,71.6667
400,85.8333,100,71.6667
401,85.8333,100,71.6667
402,85.8333,100,71.6667
403,85.8333,100,71.6667
404,85.8333,100,71.6667
405,85.8333,100,71.6667
406,85.8333,100,71.6667
407,85.8333,100,71.6667
408,85.8333,100,71.6667
409,85.8333,100,71.6667
410,85.8333,100,71.6667
411,86.7276,95.1219,78.3333
412,86.7276,95.1219,78.3333
413,86.7276,95.1219,78.3333
414,86.7276,95.1219,78.3333
415,86.7276,95.1219,78.3333
416,86.7276,95.1219,78.3333
417,86.7276,95.1219,78.3333
418,86.7276,95.1219,78.3333
419,86.7276,95.1219,78.3333
420,86.7276,95.1219,78.3333
421,86.7276,95.1219,78.3333
422,86.7276,95.1219,78.3333
423,86.7276,95.1219,78.3333
424,86.7276,95.1219,78.3333
425,87.1138,97.561,76.6667
426,87.1138,97.561,76.6667
427,87.1138,97.561,76.6667
428,87.1138,97.561,76.6667
429,87.1138,97.561,76.6667
430,87.1138,97.561,76.6667
431,87.1138,97.561,76.6667
432,87.1138,97.561,76.6667
433,87.1138,97.561,76.6667
434,87.1138,97.561,76.6667
435,87.1138,97.561,76.6667
436,87.1138,97.561,76.6667
437,87.1138,97.561,76.6667
438,87.1138,97.561,76.6667
439,87.1138,97.561,76.6667
440,87.1138,97.561,76.6667
441,87.1138,97.561,76.6667
442,87.1138,97.561,76.6667
443,87.1138,97.561,76.6667
444,87.1138,97.561,76.6667
445,87.1138,97.561,76.6667
446,87.1138,97.561,76.6667
447,87.1138,97.561,76.6667
448,87.1138,97.561,76.6667
449,87.1138,97.561,76.6667
450,87.1138,97.561,76.6667
451,87.1138,97.561,76.6667
452,87.1138,97.561,76.6667
453,87.1138,97.561,76.6667
454,87.1138,97.561,76.6667
455,87.1138,97.561,76.6667
456,87.1138,97.561,76.6667
457,87.1138,97.561,76.6667
458,87.1138,97.561,76.6667
459,87.1138,97.561,76.6667
460,87.1138,97.561,76.6667
461,87.1138,97.561,76.6667
462,87.1138,97.561,76.6667
463,87.1138,97.561,76.6667
464,87.1138,97.561,76.6667
465,87.1138,97.561,76.6667
466,87.1138,97.561,76.6667
467,87.1138,97.561,76.6667
468,87.1138,97.561,76.6667
469,87.1138,97.561,76.6667
470,87.1138,97.561,76.6667
471,87.1138,97.561,76.6667
472,87.1138,97.561,76.6667
473,87.1138,97.561,76.6667
474,87.1138,97.561,76.6667
475,87.1138,97.561,76.6667
476,87.1138,97.561,76.6667
477,87.1138,97.561,76.6667
478,87.1138,97.561,76.6667
479,87.1138,97.561,76.6667
480,87.1138,97.561,76.6667
481,87.1138,97.561,76.6667
482,87.1138,97.561,76.6667
483,87.1138,97.561,76.6667
484,87.1138,97.561,76.6667
485,87.1138,97.561,76.6667
486,87.1138,97.561,76.6667
487,87.1138,97.561,76.6667
488,87.1138,97.561,76.6667
489,87.1138,97.561,76.6667
490,87.1138,97.561,76.6667
491,87.1138,97.561,76.6667
492,87.1138,97.561,76.6667
493,87.1138,97.561,76.6667
494,87.1138,97.561,76.6667
495,87.1138,97.561,76.6667
496,87.1138,97.561,76.6667
497,87.1138,97.561,76.6667
498,87.1138,97.561,76.6667
499,87.1138,97.561,76.6667
