n_it,%agr,%clas,%red
1,56.8182,88.6364,25
2,56.8182,88.6364,25
3,62.1212,90.9091,33.3333
4,62.1212,90.9091,33.3333
5,65.3788,84.0909,46.6667
6,66.5152,86.3636,46.6667
7,66.5152,86.3636,46.6667
8,74.5455,84.0909,65
9,74.8485,86.3636,63.3333
10,74.8485,86.3636,63.3333
11,78.1818,86.3636,70
12,79.0151,86.3636,71.6667
13,79.0151,86.3636,71.6667
14,79.0151,86.3636,71.6667
