n_gen,%agr,%clas,%red
2,60.061,95.1219,25
3,61.7276,95.1219,28.3333
4,63.3943,95.1219,31.6667
5,67.561,95.1219,40
6,67.561,95.1219,40
7,67.9472,97.561,38.3333
8,67.9472,97.561,38.3333
9,69.2276,95.1219,43.3333
10,69.6138,97.561,41.6667
11,70.061,95.1219,45
12,70.061,95.1219,45
13,70.8943,95.1219,46.6667
14,72.1748,92.6829,51.6667
15,73.3943,95.1219,51.6667
16,73.8415,92.6829,55
17,75.061,95.1219,55
18,75.061,95.1219,55
19,75.061,95.1219,55
20,75.8943,95.1219,56.6667
21,75.8943,95.1219,56.6667
22,75.8943,95.1219,56.6667
23,75.8943,95.1219,56.6667
24,76.7276,95.1219,58.3333
25,77.561,95.1219,60
26,77.561,95.1219,60
27,77.561,95.1219,60
28,78.3943,95.1219,61.6667
29,78.3943,95.1219,61.6667
30,79.2276,95.1219,63.3333
31,79.2276,95.1219,63.3333
32,79.2276,95.1219,63.3333
33,79.2276,95.1219,63.3333
34,79.2276,95.1219,63.3333
35,79.2276,95.1219,63.3333
36,80.061,95.1219,65
37,80.061,95.1219,65
38,80.061,95.1219,65
39,80.061,95.1219,65
40,80.061,95.1219,65
41,80.061,95.1219,65
42,80.061,95.1219,65
43,80.061,95.1219,65
44,80.061,95.1219,65
45,80.061,95.1219,65
46,80.061,95.1219,65
47,80.061,95.1219,65
48,80.061,95.1219,65
49,80.061,95.1219,65
50,80.061,95.1219,65
51,80.061,95.1219,65
52,80.061,95.1219,65
53,80.061,95.1219,65
54,80.061,95.1219,65
55,80.061,95.1219,65
56,80.061,95.1219,65
57,80.061,95.1219,65
58,80.061,95.1219,65
59,80.061,95.1219,65
60,80.061,95.1219,65
61,80.061,95.1219,65
62,80.061,95.1219,65
63,80.061,95.1219,65
64,80.061,95.1219,65
65,80.061,95.1219,65
66,80.061,95.1219,65
67,80.061,95.1219,65
68,80.061,95.1219,65
69,80.061,95.1219,65
70,80.061,95.1219,65
71,80.061,95.1219,65
72,80.061,95.1219,65
73,80.061,95.1219,65
74,80.061,95.1219,65
75,80.061,95.1219,65
76,80.061,95.1219,65
77,80.061,95.1219,65
78,80.061,95.1219,65
79,80.061,95.1219,65
80,80.061,95.1219,65
81,80.8943,95.1219,66.6667
82,80.8943,95.1219,66.6667
83,80.8943,95.1219,66.6667
84,80.8943,95.1219,66.6667
85,80.8943,95.1219,66.6667
86,80.8943,95.1219,66.6667
87,80.8943,95.1219,66.6667
88,80.8943,95.1219,66.6667
89,80.8943,95.1219,66.6667
90,80.8943,95.1219,66.6667
91,80.8943,95.1219,66.6667
92,80.8943,95.1219,66.6667
93,80.8943,95.1219,66.6667
94,80.8943,95.1219,66.6667
95,80.8943,95.1219,66.6667
96,80.8943,95.1219,66.6667
97,80.8943,95.1219,66.6667
98,80.8943,95.1219,66.6667
99,80.8943,95.1219,66.6667
100,80.8943,95.1219,66.6667
101,80.8943,95.1219,66.6667
102,80.8943,95.1219,66.6667
103,80.8943,95.1219,66.6667
104,80.8943,95.1219,66.6667
105,80.8943,95.1219,66.6667
106,80.8943,95.1219,66.6667
107,80.8943,95.1219,66.6667
108,80.8943,95.1219,66.6667
109,80.8943,95.1219,66.6667
110,80.8943,95.1219,66.6667
111,80.8943,95.1219,66.6667
112,80.8943,95.1219,66.6667
113,80.8943,95.1219,66.6667
114,80.8943,95.1219,66.6667
115,80.8943,95.1219,66.6667
116,80.8943,95.1219,66.6667
117,80.8943,95.1219,66.6667
