n_gen,%agr,%clas,%red
2,53.7121,84.0909,23.3333
3,55.6818,86.3636,25
4,57.1212,90.9091,23.3333
5,58.1818,86.3636,30
6,58.1818,86.3636,30
7,58.1818,86.3636,30
8,58.1818,86.3636,30
9,58.7879,90.9091,26.6667
10,58.7879,90.9091,26.6667
11,59.6212,90.9091,28.3333
12,60.9848,88.6364,33.3333
13,60.9848,88.6364,33.3333
14,60.9848,88.6364,33.3333
15,61.8182,88.6364,35
16,61.8182,88.6364,35
17,62.2727,79.5455,45
18,62.2727,79.5455,45
19,62.2727,79.5455,45
20,62.2727,79.5455,45
21,62.2727,79.5455,45
22,64.0152,86.3636,41.6667
23,64.8485,86.3636,43.3333
24,64.8485,86.3636,43.3333
25,64.8485,86.3636,43.3333
26,64.8485,86.3636,43.3333
27,65.9848,88.6364,43.3333
28,66.2879,90.9091,41.6667
29,66.2879,90.9091,41.6667
30,66.2879,90.9091,41.6667
31,66.2879,90.9091,41.6667
32,66.2879,90.9091,41.6667
33,66.2879,90.9091,41.6667
34,67.1212,90.9091,43.3333
35,67.1212,90.9091,43.3333
36,67.1212,90.9091,43.3333
37,69.8485,86.3636,53.3333
38,69.8485,86.3636,53.3333
39,69.8485,86.3636,53.3333
40,69.8485,86.3636,53.3333
41,69.8485,86.3636,53.3333
42,69.8485,86.3636,53.3333
43,69.8485,86.3636,53.3333
44,69.8485,86.3636,53.3333
45,69.8485,86.3636,53.3333
46,69.8485,86.3636,53.3333
47,70.4546,90.9091,50
48,70.6818,86.3636,55
49,70.6818,86.3636,55
50,70.6818,86.3636,55
51,70.6818,86.3636,55
52,70.6818,86.3636,55
53,70.6818,86.3636,55
54,70.6818,86.3636,55
55,70.6818,86.3636,55
56,72.4242,93.1818,51.6667
57,72.4242,93.1818,51.6667
58,72.4242,93.1818,51.6667
59,72.4242,93.1818,51.6667
60,72.4242,93.1818,51.6667
61,72.4242,93.1818,51.6667
62,72.4242,93.1818,51.6667
63,72.4242,93.1818,51.6667
64,75.9848,88.6364,63.3333
65,75.9848,88.6364,63.3333
66,75.9848,88.6364,63.3333
67,75.9848,88.6364,63.3333
68,75.9848,88.6364,63.3333
69,75.9848,88.6364,63.3333
70,75.9848,88.6364,63.3333
71,75.9848,88.6364,63.3333
72,75.9848,88.6364,63.3333
73,75.9848,88.6364,63.3333
74,75.9848,88.6364,63.3333
75,75.9848,88.6364,63.3333
76,75.9848,88.6364,63.3333
77,75.9848,88.6364,63.3333
78,75.9848,88.6364,63.3333
79,75.9848,88.6364,63.3333
80,75.9848,88.6364,63.3333
81,78.0303,97.7273,58.3333
82,78.0303,97.7273,58.3333
83,78.0303,97.7273,58.3333
84,78.0303,97.7273,58.3333
85,78.0303,97.7273,58.3333
86,78.0303,97.7273,58.3333
87,78.0303,97.7273,58.3333
88,78.0303,97.7273,58.3333
89,78.0303,97.7273,58.3333
90,78.0303,97.7273,58.3333
91,78.0303,97.7273,58.3333
92,78.0303,97.7273,58.3333
93,78.0303,97.7273,58.3333
94,78.0303,97.7273,58.3333
95,78.0303,97.7273,58.3333
96,78.0303,97.7273,58.3333
97,78.0303,97.7273,58.3333
98,78.0303,97.7273,58.3333
99,78.2576,93.1818,63.3333
100,78.2576,93.1818,63.3333
101,78.2576,93.1818,63.3333
102,78.5606,95.4545,61.6667
103,78.5606,95.4545,61.6667
104,79.9242,93.1818,66.6667
105,79.9242,93.1818,66.6667
106,79.9242,93.1818,66.6667
107,79.9242,93.1818,66.6667
108,79.9242,93.1818,66.6667
109,79.9242,93.1818,66.6667
110,79.9242,93.1818,66.6667
111,79.9242,93.1818,66.6667
112,81.5909,93.1818,70
113,81.5909,93.1818,70
114,81.5909,93.1818,70
115,81.5909,93.1818,70
116,81.5909,93.1818,70
117,81.5909,93.1818,70
118,81.5909,93.1818,70
119,81.5909,93.1818,70
120,81.8939,95.4545,68.3333
121,81.8939,95.4545,68.3333
122,81.8939,95.4545,68.3333
123,81.8939,95.4545,68.3333
124,81.8939,95.4545,68.3333
125,81.8939,95.4545,68.3333
126,82.9546,90.9091,75
127,82.9546,90.9091,75
128,82.9546,90.9091,75
129,82.9546,90.9091,75
130,82.9546,90.9091,75
131,82.9546,90.9091,75
132,82.9546,90.9091,75
133,82.9546,90.9091,75
134,82.9546,90.9091,75
135,82.9546,90.9091,75
136,82.9546,90.9091,75
137,82.9546,90.9091,75
138,82.9546,90.9091,75
139,83.5606,95.4545,71.6667
140,83.5606,95.4545,71.6667
141,83.5606,95.4545,71.6667
142,84.697,97.7273,71.6667
143,84.697,97.7273,71.6667
144,84.9242,93.1818,76.6667
145,84.9242,93.1818,76.6667
146,84.9242,93.1818,76.6667
147,84.9242,93.1818,76.6667
148,84.9242,93.1818,76.6667
149,84.9242,93.1818,76.6667
150,84.9242,93.1818,76.6667
151,84.9242,93.1818,76.6667
152,84.9242,93.1818,76.6667
153,84.9242,93.1818,76.6667
154,84.9242,93.1818,76.6667
155,84.9242,93.1818,76.6667
156,84.9242,93.1818,76.6667
157,84.9242,93.1818,76.6667
158,86.0606,95.4545,76.6667
159,86.0606,95.4545,76.6667
160,86.0606,95.4545,76.6667
161,86.0606,95.4545,76.6667
162,86.0606,95.4545,76.6667
163,86.0606,95.4545,76.6667
164,86.5909,93.1818,80
165,86.5909,93.1818,80
166,86.5909,93.1818,80
167,86.5909,93.1818,80
168,86.5909,93.1818,80
169,86.5909,93.1818,80
170,86.5909,93.1818,80
171,86.5909,93.1818,80
172,86.5909,93.1818,80
173,86.5909,93.1818,80
174,86.5909,93.1818,80
175,86.5909,93.1818,80
176,86.5909,93.1818,80
177,86.5909,93.1818,80
178,88.2576,93.1818,83.3333
179,88.2576,93.1818,83.3333
180,88.2576,93.1818,83.3333
181,88.2576,93.1818,83.3333
182,89.3939,95.4545,83.3333
183,89.3939,95.4545,83.3333
184,89.3939,95.4545,83.3333
185,89.3939,95.4545,83.3333
186,89.3939,95.4545,83.3333
187,89.3939,95.4545,83.3333
188,89.3939,95.4545,83.3333
189,89.3939,95.4545,83.3333
190,89.3939,95.4545,83.3333
191,89.3939,95.4545,83.3333
192,89.3939,95.4545,83.3333
193,89.3939,95.4545,83.3333
194,89.3939,95.4545,83.3333
195,89.3939,95.4545,83.3333
196,89.3939,95.4545,83.3333
197,89.9242,93.1818,86.6667
198,89.9242,93.1818,86.6667
199,89.9242,93.1818,86.6667
200,89.9242,93.1818,86.6667
201,89.9242,93.1818,86.6667
202,89.9242,93.1818,86.6667
203,90.2273,95.4545,85
204,90.2273,95.4545,85
205,90.2273,95.4545,85
206,90.2273,95.4545,85
207,90.2273,95.4545,85
208,90.2273,95.4545,85
209,90.2273,95.4545,85
210,90.2273,95.4545,85
211,90.2273,95.4545,85
212,90.2273,95.4545,85
213,90.2273,95.4545,85
214,90.2273,95.4545,85
215,90.2273,95.4545,85
216,90.2273,95.4545,85
217,90.2273,95.4545,85
218,90.2273,95.4545,85
219,90.2273,95.4545,85
220,90.2273,95.4545,85
221,90.2273,95.4545,85
222,90.2273,95.4545,85
223,90.2273,95.4545,85
224,90.2273,95.4545,85
225,90.2273,95.4545,85
226,90.2273,95.4545,85
227,90.2273,95.4545,85
228,90.2273,95.4545,85
229,90.2273,95.4545,85
230,90.2273,95.4545,85
231,90.2273,95.4545,85
232,90.2273,95.4545,85
233,91.0606,95.4545,86.6667
234,91.0606,95.4545,86.6667
235,91.0606,95.4545,86.6667
236,91.0606,95.4545,86.6667
237,91.0606,95.4545,86.6667
238,91.0606,95.4545,86.6667
239,91.0606,95.4545,86.6667
240,91.0606,95.4545,86.6667
241,91.0606,95.4545,86.6667
242,91.0606,95.4545,86.6667
243,91.0606,95.4545,86.6667
244,91.0606,95.4545,86.6667
245,91.0606,95.4545,86.6667
246,91.0606,95.4545,86.6667
247,91.0606,95.4545,86.6667
248,91.0606,95.4545,86.6667
249,91.0606,95.4545,86.6667
250,91.3636,97.7273,85
251,91.3636,97.7273,85
252,91.3636,97.7273,85
253,91.3636,97.7273,85
254,91.3636,97.7273,85
255,91.3636,97.7273,85
256,91.3636,97.7273,85
257,91.3636,97.7273,85
258,91.3636,97.7273,85
259,91.3636,97.7273,85
260,91.3636,97.7273,85
261,91.3636,97.7273,85
262,91.3636,97.7273,85
263,91.3636,97.7273,85
264,91.3636,97.7273,85
265,91.3636,97.7273,85
266,91.3636,97.7273,85
267,91.3636,97.7273,85
268,91.3636,97.7273,85
269,91.3636,97.7273,85
270,91.3636,97.7273,85
271,91.3636,97.7273,85
