n_cooling,%agr,%clas,%red
0,63.0691,87.8049,38.3333
1,65.5691,87.8049,43.3333
2,65.5691,87.8049,43.3333
3,66.4024,87.8049,45
4,70.8943,95.1219,46.6667
5,70.8943,95.1219,46.6667
6,70.8943,95.1219,46.6667
7,71.7886,90.2439,53.3333
8,71.7886,90.2439,53.3333
9,71.7886,90.2439,53.3333
10,71.7886,90.2439,53.3333
11,71.7886,90.2439,53.3333
12,71.7886,90.2439,53.3333
13,71.7886,90.2439,53.3333
14,71.7886,90.2439,53.3333
15,71.7886,90.2439,53.3333
16,71.7886,90.2439,53.3333
17,71.7886,90.2439,53.3333
18,71.7886,90.2439,53.3333
19,71.7886,90.2439,53.3333
20,73.4553,90.2439,56.6667
21,73.4553,90.2439,56.6667
22,73.4553,90.2439,56.6667
23,73.4553,90.2439,56.6667
24,73.4553,90.2439,56.6667
25,73.4553,90.2439,56.6667
26,73.4553,90.2439,56.6667
27,73.4553,90.2439,56.6667
28,73.4553,90.2439,56.6667
29,73.4553,90.2439,56.6667
30,73.4553,90.2439,56.6667
31,73.4553,90.2439,56.6667
32,73.4553,90.2439,56.6667
33,73.4553,90.2439,56.6667
34,73.4553,90.2439,56.6667
35,73.4553,90.2439,56.6667
36,73.4553,90.2439,56.6667
37,73.4553,90.2439,56.6667
38,73.4553,90.2439,56.6667
39,73.4553,90.2439,56.6667
40,75.1219,90.2439,60
41,75.1219,90.2439,60
42,75.1219,90.2439,60
43,75.1219,90.2439,60
44,75.1219,90.2439,60
45,75.1219,90.2439,60
46,75.1219,90.2439,60
47,75.1219,90.2439,60
48,75.1219,90.2439,60
49,75.1219,90.2439,60
50,75.1219,90.2439,60
51,75.1219,90.2439,60
52,75.1219,90.2439,60
53,75.1219,90.2439,60
54,75.1219,90.2439,60
55,75.1219,90.2439,60
56,75.1219,90.2439,60
57,75.1219,90.2439,60
58,75.1219,90.2439,60
59,75.1219,90.2439,60
60,75.1219,90.2439,60
61,75.1219,90.2439,60
62,75.1219,90.2439,60
63,75.1219,90.2439,60
64,75.1219,90.2439,60
65,75.1219,90.2439,60
66,75.1219,90.2439,60
67,75.1219,90.2439,60
68,75.1219,90.2439,60
69,75.1219,90.2439,60
70,75.1219,90.2439,60
71,75.1219,90.2439,60
72,75.1219,90.2439,60
73,75.1219,90.2439,60
74,75.1219,90.2439,60
75,75.1219,90.2439,60
76,75.1219,90.2439,60
77,75.1219,90.2439,60
78,75.1219,90.2439,60
79,75.1219,90.2439,60
80,75.1219,90.2439,60
81,75.1219,90.2439,60
82,75.1219,90.2439,60
83,75.1219,90.2439,60
84,75.1219,90.2439,60
85,75.1219,90.2439,60
86,75.1219,90.2439,60
87,75.1219,90.2439,60
88,75.1219,90.2439,60
89,75.1219,90.2439,60
90,75.1219,90.2439,60
91,75.1219,90.2439,60
92,75.1219,90.2439,60
93,75.1219,90.2439,60
94,75.1219,90.2439,60
95,75.1219,90.2439,60
96,75.1219,90.2439,60
97,75.1219,90.2439,60
98,75.1219,90.2439,60
99,75.1219,90.2439,60
100,75.1219,90.2439,60
101,75.1219,90.2439,60
102,75.5081,92.6829,58.3333
103,77.561,95.1219,60
104,77.561,95.1219,60
105,77.561,95.1219,60
106,77.561,95.1219,60
107,77.561,95.1219,60
108,77.561,95.1219,60
109,77.561,95.1219,60
110,77.561,95.1219,60
111,77.561,95.1219,60
112,77.561,95.1219,60
113,77.561,95.1219,60
114,77.561,95.1219,60
115,77.561,95.1219,60
116,77.561,95.1219,60
117,77.561,95.1219,60
118,77.561,95.1219,60
119,77.561,95.1219,60
120,77.561,95.1219,60
121,77.561,95.1219,60
122,77.561,95.1219,60
123,77.561,95.1219,60
124,77.561,95.1219,60
125,77.561,95.1219,60
126,77.561,95.1219,60
127,77.6219,90.2439,65
128,77.6219,90.2439,65
129,77.6219,90.2439,65
130,77.6219,90.2439,65
131,77.6219,90.2439,65
132,77.6219,90.2439,65
133,77.6219,90.2439,65
134,77.6219,90.2439,65
135,77.6219,90.2439,65
136,77.6219,90.2439,65
137,77.6219,90.2439,65
138,77.6219,90.2439,65
139,77.6219,90.2439,65
140,77.6219,90.2439,65
141,77.6219,90.2439,65
142,77.6219,90.2439,65
143,77.6219,90.2439,65
144,77.6219,90.2439,65
145,77.6219,90.2439,65
