n_it,%agr,%clas,%red
1,54.3496,85.3659,23.3333
2,54.7358,87.8049,21.6667
3,54.7358,87.8049,21.6667
4,56.4024,87.8049,25
5,56.4024,87.8049,25
6,56.4024,87.8049,25
7,57.2358,87.8049,26.6667
8,58.0691,87.8049,28.3333
9,58.0691,87.8049,28.3333
10,58.9024,87.8049,30
11,58.9024,87.8049,30
12,58.9024,87.8049,30
13,59.7358,87.8049,31.6667
14,59.7358,87.8049,31.6667
