n_it,%agr,%clas,%red
1,51.4024,87.8049,15
2,56.7886,90.2439,23.3333
3,60.5081,92.6829,28.3333
4,60.5081,92.6829,28.3333
5,60.5081,92.6829,28.3333
6,61.3415,92.6829,30
7,62.1748,92.6829,31.6667
8,65.8943,95.1219,36.6667
9,65.8943,95.1219,36.6667
10,65.8943,95.1219,36.6667
11,66.7276,95.1219,38.3333
12,68.3943,95.1219,41.6667
13,68.3943,95.1219,41.6667
14,69.2276,95.1219,43.3333
