n_it,%agr,%clas,%red
1,51.9027,93.8053,10
2,53.5693,93.8053,13.3333
3,53.5693,93.8053,13.3333
4,54.0118,94.6903,13.3333
5,54.0118,94.6903,13.3333
6,54.0118,94.6903,13.3333
7,54.0118,94.6903,13.3333
8,55.236,93.8053,16.6667
9,55.236,93.8053,16.6667
10,56.9027,93.8053,20
11,59.0118,94.6903,23.3333
12,59.0118,94.6903,23.3333
13,59.0118,94.6903,23.3333
14,59.0118,94.6903,23.3333
