n_cooling,%agr,%clas,%red
0,74.7935,92.9203,56.6667
1,76.9026,93.8053,60
2,82.0059,97.3451,66.6667
3,82.0059,97.3451,66.6667
4,82.0059,97.3451,66.6667
5,82.0059,97.3451,66.6667
6,82.0059,97.3451,66.6667
7,82.0059,97.3451,66.6667
8,82.0059,97.3451,66.6667
9,82.0059,97.3451,66.6667
10,82.0059,97.3451,66.6667
11,82.0059,97.3451,66.6667
12,82.0059,97.3451,66.6667
13,82.0059,97.3451,66.6667
14,82.0059,97.3451,66.6667
15,82.0059,97.3451,66.6667
16,82.0059,97.3451,66.6667
17,82.0059,97.3451,66.6667
18,82.0059,97.3451,66.6667
19,82.0059,97.3451,66.6667
20,82.0059,97.3451,66.6667
21,82.0059,97.3451,66.6667
22,82.0059,97.3451,66.6667
23,82.0059,97.3451,66.6667
24,82.0059,97.3451,66.6667
25,82.0059,97.3451,66.6667
26,82.0059,97.3451,66.6667
27,82.0059,97.3451,66.6667
28,82.0059,97.3451,66.6667
29,82.0059,97.3451,66.6667
30,82.0059,97.3451,66.6667
31,82.0059,97.3451,66.6667
32,82.0059,97.3451,66.6667
33,82.0059,97.3451,66.6667
34,82.0059,97.3451,66.6667
35,82.0059,97.3451,66.6667
36,85.6785,94.6903,76.6667
37,85.6785,94.6903,76.6667
38,85.6785,94.6903,76.6667
39,85.6785,94.6903,76.6667
40,85.6785,94.6903,76.6667
41,85.6785,94.6903,76.6667
42,90.3392,97.3451,83.3333
43,90.3392,97.3451,83.3333
44,90.3392,97.3451,83.3333
45,90.3392,97.3451,83.3333
46,90.3392,97.3451,83.3333
47,90.3392,97.3451,83.3333
48,90.3392,97.3451,83.3333
49,90.3392,97.3451,83.3333
50,90.3392,97.3451,83.3333
51,90.3392,97.3451,83.3333
52,90.3392,97.3451,83.3333
53,90.3392,97.3451,83.3333
54,90.3392,97.3451,83.3333
55,90.3392,97.3451,83.3333
56,90.3392,97.3451,83.3333
57,90.3392,97.3451,83.3333
58,90.3392,97.3451,83.3333
59,90.3392,97.3451,83.3333
60,90.3392,97.3451,83.3333
61,90.3392,97.3451,83.3333
62,90.3392,97.3451,83.3333
63,90.3392,97.3451,83.3333
64,90.3392,97.3451,83.3333
65,90.3392,97.3451,83.3333
66,90.3392,97.3451,83.3333
67,90.3392,97.3451,83.3333
68,90.3392,97.3451,83.3333
69,90.3392,97.3451,83.3333
70,90.3392,97.3451,83.3333
71,90.3392,97.3451,83.3333
72,90.3392,97.3451,83.3333
73,90.3392,97.3451,83.3333
74,90.3392,97.3451,83.3333
75,90.3392,97.3451,83.3333
76,90.6785,94.6903,86.6667
77,90.6785,94.6903,86.6667
78,90.6785,94.6903,86.6667
79,90.6785,94.6903,86.6667
80,90.6785,94.6903,86.6667
81,90.6785,94.6903,86.6667
82,90.6785,94.6903,86.6667
83,90.6785,94.6903,86.6667
84,90.6785,94.6903,86.6667
85,92.3451,94.6903,90
86,92.3451,94.6903,90
87,92.3451,94.6903,90
88,92.3451,94.6903,90
89,92.3451,94.6903,90
90,92.3451,94.6903,90
91,92.3451,94.6903,90
92,92.3451,94.6903,90
93,92.3451,94.6903,90
94,92.3451,94.6903,90
95,92.3451,94.6903,90
96,92.3451,94.6903,90
97,92.3451,94.6903,90
98,92.3451,94.6903,90
99,92.3451,94.6903,90
100,92.3451,94.6903,90
101,92.3451,94.6903,90
102,92.3451,94.6903,90
103,92.3451,94.6903,90
104,92.3451,94.6903,90
105,92.3451,94.6903,90
106,92.3451,94.6903,90
107,92.3451,94.6903,90
108,92.3451,94.6903,90
109,92.3451,94.6903,90
110,92.3451,94.6903,90
111,92.3451,94.6903,90
112,92.3451,94.6903,90
113,92.3451,94.6903,90
114,92.3451,94.6903,90
115,92.3451,94.6903,90
116,92.3451,94.6903,90
117,92.3451,94.6903,90
118,92.3451,94.6903,90
119,92.3451,94.6903,90
120,92.3451,94.6903,90
121,92.3451,94.6903,90
122,92.3451,94.6903,90
123,92.3451,94.6903,90
124,92.3451,94.6903,90
125,92.3451,94.6903,90
126,92.3451,94.6903,90
127,92.3451,94.6903,90
128,92.3451,94.6903,90
129,92.3451,94.6903,90
130,92.3451,94.6903,90
131,92.3451,94.6903,90
132,92.3451,94.6903,90
133,92.3451,94.6903,90
134,92.3451,94.6903,90
135,92.3451,94.6903,90
136,92.3451,94.6903,90
137,92.3451,94.6903,90
138,92.3451,94.6903,90
139,92.3451,94.6903,90
140,92.3451,94.6903,90
141,92.3451,94.6903,90
142,92.3451,94.6903,90
143,92.3451,94.6903,90
144,92.3451,94.6903,90
145,92.3451,94.6903,90
146,92.3451,94.6903,90
147,92.3451,94.6903,90
148,92.3451,94.6903,90
149,92.3451,94.6903,90
150,92.3451,94.6903,90
151,92.3451,94.6903,90
152,92.3451,94.6903,90
153,92.3451,94.6903,90
154,92.3451,94.6903,90
155,92.3451,94.6903,90
156,92.3451,94.6903,90
157,92.3451,94.6903,90
158,92.3451,94.6903,90
159,92.3451,94.6903,90
160,92.3451,94.6903,90
161,92.3451,94.6903,90
162,92.3451,94.6903,90
163,92.3451,94.6903,90
164,92.3451,94.6903,90
165,92.3451,94.6903,90
166,92.3451,94.6903,90
167,92.3451,94.6903,90
168,92.3451,94.6903,90
169,92.3451,94.6903,90
170,92.3451,94.6903,90
171,92.3451,94.6903,90
172,92.3451,94.6903,90
173,92.3451,94.6903,90
174,92.3451,94.6903,90
175,92.3451,94.6903,90
176,92.3451,94.6903,90
177,92.3451,94.6903,90
178,92.3451,94.6903,90
179,92.3451,94.6903,90
180,92.3451,94.6903,90
181,92.3451,94.6903,90
182,92.3451,94.6903,90
183,92.3451,94.6903,90
184,92.3451,94.6903,90
185,92.3451,94.6903,90
186,92.3451,94.6903,90
187,92.3451,94.6903,90
188,92.3451,94.6903,90
189,92.3451,94.6903,90
190,92.3451,94.6903,90
191,92.3451,94.6903,90
192,92.3451,94.6903,90
193,92.3451,94.6903,90
194,92.3451,94.6903,90
195,92.3451,94.6903,90
196,92.3451,94.6903,90
197,92.3451,94.6903,90
198,92.3451,94.6903,90
199,92.3451,94.6903,90
200,92.3451,94.6903,90
201,92.3451,94.6903,90
202,92.3451,94.6903,90
203,92.6844,92.0354,93.3333
204,92.6844,92.0354,93.3333
205,92.6844,92.0354,93.3333
206,92.6844,92.0354,93.3333
207,92.6844,92.0354,93.3333
208,92.6844,92.0354,93.3333
209,92.6844,92.0354,93.3333
210,92.6844,92.0354,93.3333
211,92.6844,92.0354,93.3333
212,92.6844,92.0354,93.3333
213,92.6844,92.0354,93.3333
214,92.6844,92.0354,93.3333
215,92.6844,92.0354,93.3333
216,92.6844,92.0354,93.3333
217,92.6844,92.0354,93.3333
218,92.6844,92.0354,93.3333
219,92.6844,92.0354,93.3333
220,92.6844,92.0354,93.3333
221,92.6844,92.0354,93.3333
222,92.6844,92.0354,93.3333
223,92.6844,92.0354,93.3333
224,92.6844,92.0354,93.3333
225,92.6844,92.0354,93.3333
226,92.6844,92.0354,93.3333
227,92.6844,92.0354,93.3333
228,92.6844,92.0354,93.3333
229,92.6844,92.0354,93.3333
230,92.6844,92.0354,93.3333
231,92.6844,92.0354,93.3333
232,92.6844,92.0354,93.3333
233,92.6844,92.0354,93.3333
234,92.6844,92.0354,93.3333
235,92.6844,92.0354,93.3333
236,92.6844,92.0354,93.3333
237,92.6844,92.0354,93.3333
238,92.6844,92.0354,93.3333
239,92.6844,92.0354,93.3333
240,92.6844,92.0354,93.3333
241,92.6844,92.0354,93.3333
242,92.6844,92.0354,93.3333
243,92.6844,92.0354,93.3333
244,92.6844,92.0354,93.3333
245,92.6844,92.0354,93.3333
246,92.6844,92.0354,93.3333
247,92.6844,92.0354,93.3333
248,92.6844,92.0354,93.3333
249,92.6844,92.0354,93.3333
250,92.6844,92.0354,93.3333
251,92.6844,92.0354,93.3333
252,92.6844,92.0354,93.3333
253,92.6844,92.0354,93.3333
254,92.6844,92.0354,93.3333
255,92.6844,92.0354,93.3333
256,92.6844,92.0354,93.3333
257,92.6844,92.0354,93.3333
258,92.6844,92.0354,93.3333
259,92.6844,92.0354,93.3333
260,92.6844,92.0354,93.3333
261,92.6844,92.0354,93.3333
262,92.6844,92.0354,93.3333
263,92.6844,92.0354,93.3333
264,92.6844,92.0354,93.3333
265,92.6844,92.0354,93.3333
266,92.6844,92.0354,93.3333
267,92.6844,92.0354,93.3333
268,92.6844,92.0354,93.3333
269,92.6844,92.0354,93.3333
270,92.6844,92.0354,93.3333
271,92.6844,92.0354,93.3333
272,92.6844,92.0354,93.3333
273,92.6844,92.0354,93.3333
