n_cooling,%agr,%clas,%red
0,62.3451,94.6903,30
1,66.9027,93.8053,40
2,74.4543,95.5752,53.3333
3,74.7935,92.9203,56.6667
4,76.0177,92.0354,60
5,76.0177,92.0354,60
6,79.7935,92.9203,66.6667
7,79.7935,92.9203,66.6667
8,79.7935,92.9203,66.6667
9,79.8968,96.4602,63.3333
10,79.8968,96.4602,63.3333
11,79.8968,96.4602,63.3333
12,79.8968,96.4602,63.3333
13,79.8968,96.4602,63.3333
14,79.8968,96.4602,63.3333
15,79.8968,96.4602,63.3333
16,79.8968,96.4602,63.3333
17,79.8968,96.4602,63.3333
18,79.8968,96.4602,63.3333
19,79.8968,96.4602,63.3333
20,79.8968,96.4602,63.3333
21,79.8968,96.4602,63.3333
22,79.8968,96.4602,63.3333
23,79.8968,96.4602,63.3333
24,79.8968,96.4602,63.3333
25,79.8968,96.4602,63.3333
26,79.8968,96.4602,63.3333
27,79.8968,96.4602,63.3333
28,79.8968,96.4602,63.3333
29,79.8968,96.4602,63.3333
30,79.8968,96.4602,63.3333
31,79.8968,96.4602,63.3333
32,79.8968,96.4602,63.3333
33,79.8968,96.4602,63.3333
34,79.8968,96.4602,63.3333
35,79.8968,96.4602,63.3333
36,79.8968,96.4602,63.3333
37,79.8968,96.4602,63.3333
38,79.8968,96.4602,63.3333
39,79.8968,96.4602,63.3333
40,79.8968,96.4602,63.3333
41,80.6785,94.6903,66.6667
42,80.6785,94.6903,66.6667
43,81.1209,95.5752,66.6667
44,81.1209,95.5752,66.6667
45,81.1209,95.5752,66.6667
46,81.1209,95.5752,66.6667
47,81.1209,95.5752,66.6667
48,81.1209,95.5752,66.6667
49,81.1209,95.5752,66.6667
50,81.1209,95.5752,66.6667
51,81.1209,95.5752,66.6667
52,81.1209,95.5752,66.6667
53,81.1209,95.5752,66.6667
54,81.1209,95.5752,66.6667
55,81.1209,95.5752,66.6667
56,81.1209,95.5752,66.6667
57,81.1209,95.5752,66.6667
58,81.1209,95.5752,66.6667
59,81.1209,95.5752,66.6667
60,81.1209,95.5752,66.6667
61,81.1209,95.5752,66.6667
62,81.1209,95.5752,66.6667
63,82.0059,97.3451,66.6667
64,82.0059,97.3451,66.6667
65,82.0059,97.3451,66.6667
66,82.0059,97.3451,66.6667
67,82.0059,97.3451,66.6667
