n_it,%agr,%clas,%red
1,57.4359,94.8718,20
2,58.6752,94.0171,23.3333
3,58.6752,94.0171,23.3333
4,58.6752,94.0171,23.3333
5,58.6752,94.0171,23.3333
6,58.6752,94.0171,23.3333
7,58.6752,94.0171,23.3333
8,58.6752,94.0171,23.3333
9,58.6752,94.0171,23.3333
10,62.4359,94.8718,30
11,62.4359,94.8718,30
12,62.4359,94.8718,30
13,62.4359,94.8718,30
14,62.4359,94.8718,30
