n_gen,%agr,%clas,%red
0,57.0085,94.0171,20
1,57.0513,97.4359,16.6667
2,56.1966,95.7265,16.6667
3,59.1026,94.8718,23.3333
4,59.5299,95.7265,23.3333
5,56.6239,96.5812,16.6667
6,56.6239,96.5812,16.6667
7,58.2906,96.5812,20
8,57.4359,94.8718,20
9,60.3419,94.0171,26.6667
10,60.3419,94.0171,26.6667
11,59.9573,96.5812,23.3333
12,59.9573,96.5812,23.3333
13,59.5299,95.7265,23.3333
14,59.9573,96.5812,23.3333
15,59.9573,96.5812,23.3333
16,61.6239,96.5812,26.6667
17,61.6239,96.5812,26.6667
18,61.6239,96.5812,26.6667
19,61.6239,96.5812,26.6667
20,61.6239,96.5812,26.6667
21,61.6239,96.5812,26.6667
22,63.2906,96.5812,30
23,63.2906,96.5812,30
24,63.2906,96.5812,30
25,63.2906,96.5812,30
26,63.2906,96.5812,30
27,63.2906,96.5812,30
28,63.2906,96.5812,30
29,63.2906,96.5812,30
30,63.2906,96.5812,30
31,63.2906,96.5812,30
32,63.2906,96.5812,30
33,64.9573,96.5812,33.3333
34,64.9573,96.5812,33.3333
35,64.9573,96.5812,33.3333
36,64.9573,96.5812,33.3333
37,64.9573,96.5812,33.3333
38,64.9573,96.5812,33.3333
39,64.9573,96.5812,33.3333
40,64.9573,96.5812,33.3333
41,64.9573,96.5812,33.3333
42,66.6239,96.5812,36.6667
43,68.7179,97.4359,40
44,66.6239,96.5812,36.6667
45,66.6239,96.5812,36.6667
46,66.6239,96.5812,36.6667
47,66.6239,96.5812,36.6667
48,66.6239,96.5812,36.6667
49,66.6239,96.5812,36.6667
50,66.6239,96.5812,36.6667
51,66.6239,96.5812,36.6667
52,66.6239,96.5812,36.6667
53,66.6239,96.5812,36.6667
54,66.6239,96.5812,36.6667
55,67.4359,94.8718,40
56,66.6239,96.5812,36.6667
57,66.6239,96.5812,36.6667
58,66.6239,96.5812,36.6667
59,66.6239,96.5812,36.6667
60,66.6239,96.5812,36.6667
61,66.6239,96.5812,36.6667
62,66.6239,96.5812,36.6667
63,66.6239,96.5812,36.6667
64,66.6239,96.5812,36.6667
65,66.6239,96.5812,36.6667
66,66.6239,96.5812,36.6667
67,66.6239,96.5812,36.6667
68,68.2906,96.5812,40
69,68.2906,96.5812,40
70,68.2906,96.5812,40
71,68.2906,96.5812,40
72,68.2906,96.5812,40
73,68.2906,96.5812,40
74,68.2906,96.5812,40
75,68.2906,96.5812,40
76,68.2906,96.5812,40
77,69.5299,95.7265,43.3333
78,68.2906,96.5812,40
79,68.2906,96.5812,40
80,68.2906,96.5812,40
81,68.2906,96.5812,40
82,68.2906,96.5812,40
83,68.2906,96.5812,40
84,69.5299,95.7265,43.3333
85,69.5299,95.7265,43.3333
86,69.5299,95.7265,43.3333
87,69.9573,96.5812,43.3333
88,69.5299,95.7265,43.3333
89,69.5299,95.7265,43.3333
90,69.5299,95.7265,43.3333
91,69.5299,95.7265,43.3333
92,69.5299,95.7265,43.3333
93,69.5299,95.7265,43.3333
94,69.9573,96.5812,43.3333
95,69.5299,95.7265,43.3333
96,69.9573,96.5812,43.3333
97,71.6239,96.5812,46.6667
98,71.6239,96.5812,46.6667
99,71.6239,96.5812,46.6667
100,71.6239,96.5812,46.6667
101,71.6239,96.5812,46.6667
102,71.6239,96.5812,46.6667
103,71.6239,96.5812,46.6667
104,71.6239,96.5812,46.6667
105,71.6239,96.5812,46.6667
106,73.2906,96.5812,50
107,71.6239,96.5812,46.6667
108,71.6239,96.5812,46.6667
109,71.6239,96.5812,46.6667
110,71.6239,96.5812,46.6667
111,71.6239,96.5812,46.6667
112,71.6239,96.5812,46.6667
113,71.6239,96.5812,46.6667
114,71.6239,96.5812,46.6667
115,71.6239,96.5812,46.6667
116,71.6239,96.5812,46.6667
117,71.6239,96.5812,46.6667
118,71.6239,96.5812,46.6667
119,71.6239,96.5812,46.6667
120,71.6239,96.5812,46.6667
121,71.6239,96.5812,46.6667
122,71.6239,96.5812,46.6667
123,72.0513,97.4359,46.6667
124,72.0513,97.4359,46.6667
125,72.0513,97.4359,46.6667
126,72.0513,97.4359,46.6667
127,72.0513,97.4359,46.6667
128,72.0513,97.4359,46.6667
129,72.0513,97.4359,46.6667
130,72.0513,97.4359,46.6667
131,72.0513,97.4359,46.6667
132,72.0513,97.4359,46.6667
133,72.0513,97.4359,46.6667
134,74.1453,98.2906,50
135,74.1453,98.2906,50
136,74.1453,98.2906,50
137,74.1453,98.2906,50
138,74.1453,98.2906,50
139,74.1453,98.2906,50
140,74.1453,98.2906,50
141,74.1453,98.2906,50
142,74.1453,98.2906,50
143,74.1453,98.2906,50
144,74.1453,98.2906,50
145,74.1453,98.2906,50
146,74.1453,98.2906,50
147,75.3846,97.4359,53.3333
148,74.1453,98.2906,50
149,74.1453,98.2906,50
150,74.1453,98.2906,50
151,74.9573,96.5812,53.3333
152,74.1453,98.2906,50
153,74.1453,98.2906,50
154,74.1453,98.2906,50
155,74.1453,98.2906,50
156,74.1453,98.2906,50
157,74.1453,98.2906,50
158,74.1453,98.2906,50
159,74.1453,98.2906,50
160,74.1453,98.2906,50
161,74.1453,98.2906,50
162,74.1453,98.2906,50
163,74.1453,98.2906,50
164,74.1453,98.2906,50
165,74.1453,98.2906,50
166,74.1453,98.2906,50
167,74.1453,98.2906,50
168,74.1453,98.2906,50
169,74.1453,98.2906,50
170,74.1453,98.2906,50
171,74.1453,98.2906,50
172,74.1453,98.2906,50
173,74.1453,98.2906,50
174,75.812,98.2906,53.3333
175,75.812,98.2906,53.3333
176,75.812,98.2906,53.3333
177,75.812,98.2906,53.3333
178,75.812,98.2906,53.3333
179,75.812,98.2906,53.3333
180,75.812,98.2906,53.3333
181,75.812,98.2906,53.3333
182,75.812,98.2906,53.3333
183,75.812,98.2906,53.3333
184,75.812,98.2906,53.3333
185,75.812,98.2906,53.3333
186,75.812,98.2906,53.3333
187,75.812,98.2906,53.3333
188,75.812,98.2906,53.3333
189,75.812,98.2906,53.3333
190,75.812,98.2906,53.3333
191,75.812,98.2906,53.3333
192,75.812,98.2906,53.3333
193,75.812,98.2906,53.3333
194,75.812,98.2906,53.3333
195,75.812,98.2906,53.3333
196,75.812,98.2906,53.3333
197,75.812,98.2906,53.3333
198,75.812,98.2906,53.3333
199,75.812,98.2906,53.3333
200,75.812,98.2906,53.3333
201,75.812,98.2906,53.3333
202,75.812,98.2906,53.3333
203,75.812,98.2906,53.3333
204,75.812,98.2906,53.3333
205,75.812,98.2906,53.3333
206,75.812,98.2906,53.3333
207,75.812,98.2906,53.3333
208,75.812,98.2906,53.3333
209,75.812,98.2906,53.3333
210,75.812,98.2906,53.3333
211,75.812,98.2906,53.3333
212,75.812,98.2906,53.3333
213,75.812,98.2906,53.3333
214,75.812,98.2906,53.3333
215,75.812,98.2906,53.3333
216,75.812,98.2906,53.3333
217,75.812,98.2906,53.3333
218,75.812,98.2906,53.3333
