n_gen,%agr,%clas,%red
2,63.5693,93.8053,33.3333
3,63.5693,93.8053,33.3333
4,67.3451,94.6903,40
5,67.3451,94.6903,40
6,67.7876,95.5752,40
7,68.6726,97.3451,40
8,72.8909,99.115,46.6667
9,73.5693,93.8053,53.3333
10,75.3392,97.3451,53.3333
11,75.3392,97.3451,53.3333
12,75.3392,97.3451,53.3333
13,75.3392,97.3451,53.3333
14,75.6785,94.6903,56.6667
15,76.5634,96.4602,56.6667
16,76.5634,96.4602,56.6667
17,77.4484,98.2301,56.6667
18,79.115,98.2301,60
19,80.3392,97.3451,63.3333
20,80.3392,97.3451,63.3333
21,80.6785,94.6903,66.6667
22,80.6785,94.6903,66.6667
23,80.6785,94.6903,66.6667
24,86.1209,95.5752,76.6667
25,86.1209,95.5752,76.6667
26,86.1209,95.5752,76.6667
27,86.1209,95.5752,76.6667
28,86.9027,93.8053,80
29,86.9027,93.8053,80
30,92.3451,94.6903,90
31,92.3451,94.6903,90
32,92.3451,94.6903,90
33,92.3451,94.6903,90
34,92.3451,94.6903,90
35,92.3451,94.6903,90
36,92.3451,94.6903,90
37,92.3451,94.6903,90
38,92.3451,94.6903,90
39,92.3451,94.6903,90
40,92.3451,94.6903,90
41,92.3451,94.6903,90
42,92.3451,94.6903,90
43,92.3451,94.6903,90
44,92.3451,94.6903,90
45,92.3451,94.6903,90
46,92.3451,94.6903,90
47,93.1268,92.9203,93.3333
48,93.1268,92.9203,93.3333
49,93.1268,92.9203,93.3333
50,94.115,98.2301,90
51,94.115,98.2301,90
52,94.115,98.2301,90
53,94.115,98.2301,90
54,94.115,98.2301,90
55,94.115,98.2301,90
56,94.115,98.2301,90
57,94.115,98.2301,90
58,94.115,98.2301,90
59,94.115,98.2301,90
60,94.115,98.2301,90
61,94.115,98.2301,90
62,94.115,98.2301,90
63,94.7935,92.9203,96.6667
64,94.7935,92.9203,96.6667
65,94.7935,92.9203,96.6667
66,94.7935,92.9203,96.6667
67,94.7935,92.9203,96.6667
68,94.7935,92.9203,96.6667
69,94.7935,92.9203,96.6667
70,94.7935,92.9203,96.6667
71,94.7935,92.9203,96.6667
72,94.7935,92.9203,96.6667
73,94.7935,92.9203,96.6667
74,94.7935,92.9203,96.6667
75,94.7935,92.9203,96.6667
76,94.7935,92.9203,96.6667
77,94.7935,92.9203,96.6667
78,94.7935,92.9203,96.6667
79,94.7935,92.9203,96.6667
80,94.7935,92.9203,96.6667
81,94.7935,92.9203,96.6667
82,94.7935,92.9203,96.6667
83,94.7935,92.9203,96.6667
84,94.7935,92.9203,96.6667
85,94.7935,92.9203,96.6667
86,94.7935,92.9203,96.6667
87,94.7935,92.9203,96.6667
88,94.7935,92.9203,96.6667
89,94.7935,92.9203,96.6667
90,94.7935,92.9203,96.6667
91,94.7935,92.9203,96.6667
92,94.7935,92.9203,96.6667
93,94.7935,92.9203,96.6667
94,94.7935,92.9203,96.6667
95,94.7935,92.9203,96.6667
96,94.7935,92.9203,96.6667
97,94.7935,92.9203,96.6667
98,94.7935,92.9203,96.6667
99,94.7935,92.9203,96.6667
100,94.7935,92.9203,96.6667
101,94.7935,92.9203,96.6667
102,94.7935,92.9203,96.6667
103,94.7935,92.9203,96.6667
104,94.7935,92.9203,96.6667
105,94.7935,92.9203,96.6667
106,94.7935,92.9203,96.6667
107,94.7935,92.9203,96.6667
108,94.7935,92.9203,96.6667
109,94.7935,92.9203,96.6667
110,94.7935,92.9203,96.6667
111,94.7935,92.9203,96.6667
112,94.7935,92.9203,96.6667
113,94.7935,92.9203,96.6667
114,94.7935,92.9203,96.6667
115,94.7935,92.9203,96.6667
116,94.7935,92.9203,96.6667
117,94.7935,92.9203,96.6667
118,94.7935,92.9203,96.6667
119,94.7935,92.9203,96.6667
120,94.7935,92.9203,96.6667
121,94.7935,92.9203,96.6667
122,94.7935,92.9203,96.6667
123,94.7935,92.9203,96.6667
124,94.7935,92.9203,96.6667
125,94.7935,92.9203,96.6667
126,94.7935,92.9203,96.6667
